ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
7273,Marcel Gerard Balkestein,Male,31.0,180.0,77.0,Netherlands,NED,2012 Summer,2012,Summer,London,Hockey,Hockey Men's Hockey,Silver
7277,Ashleigh Julia Ball,Female,26.0,181.0,70.0,Great Britain,GBR,2012 Summer,2012,Summer,London,Hockey,Hockey Women's Hockey,Bronze
7283,Lloy James Ball,Male,36.0,203.0,95.0,United States,USA,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Men's Volleyball,Gold
7303,Flicia Michele Sylviane Ballanger (-Vetu),Female,29.0,168.0,70.0,France,FRA,2000 Summer,2000,Summer,Sydney,Cycling,Cycling Women's Sprint,Gold
7303,Flicia Michele Sylviane Ballanger (-Vetu),Female,29.0,168.0,70.0,France,FRA,2000 Summer,2000,Summer,Sydney,Cycling,Cycling Women's 500 metres Time Trial,Gold
7346,Darren Balmforth,Male,27.0,178.0,70.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Lightweight Coxless Fours,Silver
7347,Coralie Balmy,Female,25.0,180.0,67.0,France,FRA,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Bronze
7358,Beatrix Balogh (-Csata),Female,25.0,165.0,65.0,Hungary,HUN,2000 Summer,2000,Summer,Sydney,Handball,Handball Women's Handball,Silver
7360,Gbor Balogh,Male,24.0,187.0,76.0,Hungary,HUN,2000 Summer,2000,Summer,Sydney,Modern Pentathlon,Modern Pentathlon Men's Individual,Silver
7364,"Suzanne Elspeth ""Suzy"" Balogh",Female,31.0,166.0,85.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Shooting,Shooting Women's Trap,Gold
7444,Oana Mihaela Ban,Female,18.0,139.0,36.0,Romania,ROU,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Team All-Around,Gold
7482,ver Maximiliano David Banega,Male,20.0,175.0,73.0,Argentina,ARG,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,Gold
7535,Jesper Bank,Male,43.0,184.0,100.0,Denmark,DEN,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Mixed Three Person Keelboat,Gold
7582,Carlos Delvis Banteux Surez,Male,21.0,174.0,69.0,Cuba,CUB,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Welterweight,Silver
7590,Kayla Banwarth,Female,27.0,178.0,70.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Bronze
7597,Bao Yingying,Female,24.0,172.0,67.0,China,CHN,2008 Summer,2008,Summer,Beijing,Fencing,"Fencing Women's Sabre, Team",Silver
7612,Carina Br,Female,22.0,185.0,75.0,Germany,GER,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Quadruple Sculls,Silver
7612,Carina Br,Female,26.0,185.0,75.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Quadruple Sculls,Gold
7622,Enik Barabs-Mironcic,Female,22.0,181.0,74.0,Romania,ROU,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Women's Coxed Eights,Bronze
7627,Samir Bara,Male,38.0,188.0,95.0,Croatia,CRO,2012 Summer,2012,Summer,London,Water Polo,Water Polo Men's Water Polo,Gold
7632,Xavier Barachet,Male,23.0,195.0,95.0,France,FRA,2012 Summer,2012,Summer,London,Handball,Handball Men's Handball,Gold
7669,Sergey Andreyevich Baranov,Male,23.0,208.0,94.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Volleyball,Volleyball Men's Volleyball,Bronze
7673,Nataliya Ivanovna Baranova (Masolkina-),Female,30.0,172.0,65.0,Russia,RUS,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Gold
7674,Yelena Viktorovna Baranova,Female,32.0,192.0,80.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Basketball,Basketball Women's Basketball,Bronze
7695,Pawe Baraszkiewicz,Male,23.0,174.0,86.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",Silver
7716,Brbara Seixas de Freitas,Female,29.0,178.0,67.0,Brazil-1,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,Silver
7717,Brbara Micheline do Monte Barbosa,Female,20.0,171.0,71.0,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Football,Football Women's Football,Silver
7809,Georgina Bardach Martin,Female,20.0,172.0,63.0,Argentina,ARG,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 400 metres Individual Medley,Bronze
7811,Anders Bardal,Male,27.0,186.0,60.0,Norway,NOR,2010 Winter,2010,Winter,Vancouver,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Bronze
7811,Anders Bardal,Male,31.0,186.0,60.0,Norway,NOR,2014 Winter,2014,Winter,Sochi,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Bronze
7814,Brian David Barden,Male,27.0,180.0,86.0,United States,USA,2008 Summer,2008,Summer,Beijing,Baseball,Baseball Men's Baseball,Bronze
7815,Anne-Lise Bardet,Female,30.0,169.0,58.0,France,FRA,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Women's Kayak Singles, Slalom",Bronze
7827,Sndor Istvn Brdosi,Male,23.0,173.0,85.0,Hungary,HUN,2000 Summer,2000,Summer,Sydney,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Silver
7835,Fredy Jos Bareiro Gamarra,Male,22.0,179.0,77.0,Paraguay,PAR,2004 Summer,2004,Summer,Athina,Football,Football Men's Football,Silver
7852,Andrea Bari,Male,32.0,184.0,80.0,Italy,ITA,2012 Summer,2012,Summer,London,Volleyball,Volleyball Men's Volleyball,Bronze
7874,Sonja Barjaktarovi,Female,25.0,180.0,74.0,Montenegro,MNE,2012 Summer,2012,Summer,London,Handball,Handball Women's Handball,Silver
7884,Elinor Jane Barker,Female,21.0,168.0,56.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Team Pursuit,Gold
7890,Ian Dallas Barker,Male,34.0,183.0,76.0,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Mixed Skiff,Silver
7904,Aleksander Barkov,Male,18.0,190.0,91.0,Finland,FIN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
7956,Harrison Bryce Jordan Barnes,Male,24.0,203.0,102.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Gold
7967,"Patrick Gerard ""Paddy"" Barnes",Male,21.0,163.0,49.0,Ireland,IRL,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Light-Flyweight,Bronze
7967,"Patrick Gerard ""Paddy"" Barnes",Male,25.0,163.0,49.0,Ireland,IRL,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Light-Flyweight,Bronze
7988,Steven John Barnett,Male,25.0,174.0,75.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Diving,Diving Men's Synchronized Springboard,Bronze
7998,Andrea Barno San Martn,Female,32.0,175.0,64.0,Spain,ESP,2012 Summer,2012,Summer,London,Handball,Handball Women's Handball,Bronze
8025,Thomas Gabriel Jrmie Baroukh,Male,28.0,183.0,70.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze
8027,Khasan Makharbekovich Baroyev,Male,21.0,188.0,120.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",Gold
8027,Khasan Makharbekovich Baroyev,Male,25.0,188.0,120.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",Silver
8050,"Thomas Patrick ""Tom"" Barrasso",Male,36.0,190.0,95.0,United States,USA,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
8051,Bronte Amelia Arnold Barratt,Female,19.0,171.0,59.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
8051,Bronte Amelia Arnold Barratt,Female,23.0,171.0,59.0,Australia,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 200 metres Freestyle,Bronze
8051,Bronte Amelia Arnold Barratt,Female,23.0,171.0,59.0,Australia,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver
8051,Bronte Amelia Arnold Barratt,Female,27.0,171.0,59.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver
8081,Diego Daniel Barreto Cceres,Male,23.0,182.0,78.0,Paraguay,PAR,2004 Summer,2004,Summer,Athina,Football,Football Men's Football,Silver
8082,dgar Osvaldo Barreto Cceres,Male,20.0,178.0,78.0,Paraguay,PAR,2004 Summer,2004,Summer,Athina,Football,Football Men's Football,Silver
8088,Brigetta LaShea Barrett,Female,21.0,183.0,64.0,United States,USA,2012 Summer,2012,Summer,London,Athletics,Athletics Women's High Jump,Silver
8128,"Jennifer Mae ""Jenny"" Barringer-Simpson",Female,29.0,166.0,53.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 1,500 metres",Bronze
8133,Mara Noel Barrionuevo,Female,24.0,171.0,58.0,Argentina,ARG,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Women's Hockey,Bronze
8133,Mara Noel Barrionuevo,Female,28.0,171.0,58.0,Argentina,ARG,2012 Summer,2012,Summer,London,Hockey,Hockey Women's Hockey,Silver
8140,Yarelis Barrios Castaeda,Female,25.0,172.0,89.0,Cuba,CUB,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's Discus Throw,Silver
8152,Erick Bernab Barrondo Garca,Male,21.0,178.0,60.0,Guatemala,GUA,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 20 kilometres Walk,Silver
8160,Zoila Barros Fernndez,Female,28.0,188.0,72.0,Cuba,CUB,2004 Summer,2004,Summer,Athina,Volleyball,Volleyball Women's Volleyball,Bronze
8176,David Barrufet Bofill,Male,30.0,197.0,100.0,Spain,ESP,2000 Summer,2000,Summer,Sydney,Handball,Handball Men's Handball,Bronze
8176,David Barrufet Bofill,Male,38.0,197.0,100.0,Spain,ESP,2008 Summer,2008,Summer,Beijing,Handball,Handball Men's Handball,Bronze
8204,Mutaz Essa Barshim,Male,21.0,190.0,65.0,Qatar,QAT,2012 Summer,2012,Summer,London,Athletics,Athletics Men's High Jump,Bronze
8204,Mutaz Essa Barshim,Male,25.0,190.0,65.0,Qatar,QAT,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's High Jump,Silver
8213,Yuliya Vladimirovna Barsukova (-Samokhin),Female,21.0,168.0,45.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,Gold
8214,Jacob Jepsen Barse,Male,23.0,188.0,73.0,Denmark,DEN,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze
8214,Jacob Jepsen Barse,Male,27.0,188.0,73.0,Denmark,DEN,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Lightweight Coxless Fours,Silver
8234,Danka Bartekov,Female,27.0,170.0,55.0,Slovakia,SVK,2012 Summer,2012,Summer,London,Shooting,Shooting Women's Skeet,Bronze
8235,"Corinne ""Cori"" Bartel (-Morris)",Female,38.0,165.0,58.0,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Curling,Curling Women's Curling,Silver
8245,Krisztin Brtfai,Male,26.0,175.0,78.0,Hungary,HUN,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Bronze
8270,Yan Barthelem Varela,Male,24.0,172.0,48.0,Cuba,CUB,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Light-Flyweight,Gold
8285,Robert Bartko,Male,24.0,186.0,80.0,Germany,GER,2000 Summer,2000,Summer,Sydney,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",Gold
8285,Robert Bartko,Male,24.0,186.0,80.0,Germany,GER,2000 Summer,2000,Summer,Sydney,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
8295,"Donald Brian ""Don"" Bartlett",Male,41.0,185.0,84.0,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Curling,Curling Men's Curling,Silver
8299,Laura Bartlett,Female,24.0,169.0,63.0,Great Britain,GBR,2012 Summer,2012,Summer,London,Hockey,Hockey Women's Hockey,Bronze
8304,"Christopher Roger ""Chris"" Bartley",Male,28.0,178.0,72.0,Great Britain,GBR,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Lightweight Coxless Fours,Silver
8306,Michiel Bernhard Emiel Marie Bartman,Male,33.0,193.0,90.0,Netherlands,NED,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Quadruple Sculls,Silver
8306,Michiel Bernhard Emiel Marie Bartman,Male,37.0,193.0,90.0,Netherlands,NED,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxed Eights,Silver
8343,Alison Bartosik,Female,21.0,172.0,64.0,United States,USA,2004 Summer,2004,Summer,Athina,Synchronized Swimming,Synchronized Swimming Women's Duet,Bronze
8343,Alison Bartosik,Female,21.0,172.0,64.0,United States,USA,2004 Summer,2004,Summer,Athina,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
8364,Saskia Bartusiak,Female,33.0,170.0,60.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Gold
8381,Malin Birgitta Baryard-Johnsson,Female,29.0,172.0,52.0,Sweden,SWE,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
8383,Varvara Borisovna Barysheva,Female,28.0,168.0,62.0,Russia,RUS,2006 Winter,2006,Winter,Torino,Speed Skating,Speed Skating Women's Team Pursuit (6 laps),Bronze
8386,Anastasiya Vladimirovna Baryshnikova,Female,21.0,173.0,67.0,Russia,RUS,2012 Summer,2012,Summer,London,Taekwondo,Taekwondo Women's Heavyweight,Bronze
8389,Andrea Barzagli,Male,23.0,190.0,82.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Football,Football Men's Football,Bronze
8390,Serafim Ivanov Barzakov,Male,25.0,170.0,66.0,Bulgaria,BUL,2000 Summer,2000,Summer,Sydney,Wrestling,"Wrestling Men's Lightweight, Freestyle",Silver
8417,Dimitri David Bascou,Male,29.0,181.0,80.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 110 metres Hurdles,Bronze
8443,Clara Basiana Caellas,Female,21.0,170.0,39.0,Spain,ESP,2012 Summer,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
8452,Fabio Basile,Male,21.0,160.0,66.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Half-Lightweight,Gold
8453,Gianluca Basile,Male,29.0,192.0,94.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Basketball,Basketball Men's Basketball,Silver
8456,Igor Mikhaylovich Basinsky,Male,37.0,180.0,97.0,Belarus,BLR,2000 Summer,2000,Summer,Sydney,Shooting,"Shooting Men's Air Pistol, 10 metres",Bronze
8456,Igor Mikhaylovich Basinsky,Male,37.0,180.0,97.0,Belarus,BLR,2000 Summer,2000,Summer,Sydney,Shooting,"Shooting Men's Free Pistol, 50 metres",Silver
8514,Guillaume Bastille,Male,24.0,176.0,70.0,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Gold
8559,Vladimir Batez,Male,31.0,192.0,85.0,Serbia and Montenegro,SCG,2000 Summer,2000,Summer,Sydney,Volleyball,Volleyball Men's Volleyball,Gold
8590,Suzy Batkovic (-Brown),Female,23.0,195.0,89.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Basketball,Basketball Women's Basketball,Silver
8590,Suzy Batkovic (-Brown),Female,27.0,195.0,89.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Basketball,Basketball Women's Basketball,Silver
8590,Suzy Batkovic (-Brown),Female,31.0,195.0,89.0,Australia,AUS,2012 Summer,2012,Summer,London,Basketball,Basketball Women's Basketball,Bronze
8607,Vitalina Igorevna Batsarashkina,Female,19.0,162.0,60.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Women's Air Pistol, 10 metres",Silver
8623,"Guinevere ""Guin"" Batten",Female,32.0,172.0,74.0,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Quadruple Sculls,Silver
8626,Miriam Batten (-Luke),Female,35.0,174.0,70.0,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Quadruple Sculls,Silver
8639,Romano Battisti,Male,25.0,190.0,91.0,Italy,ITA,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Double Sculls,Silver
8646,Yelena Nikolayevna Batukhtina-Tyurina,Female,29.0,184.0,82.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Volleyball,Volleyball Women's Volleyball,Silver
8646,Yelena Nikolayevna Batukhtina-Tyurina,Female,33.0,184.0,82.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Volleyball,Volleyball Women's Volleyball,Silver
8655,Mavlet Alavdinovich Batyrov,Male,20.0,160.0,60.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Wrestling,"Wrestling Men's Featherweight, Freestyle",Gold
8655,Mavlet Alavdinovich Batyrov,Male,24.0,160.0,60.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Lightweight, Freestyle",Gold
8657,Anna Yevgenyevna Batyushko,Female,22.0,164.0,69.0,Belarus,BLR,2004 Summer,2004,Summer,Athina,Weightlifting,Weightlifting Women's Middleweight,Silver
8662,Sabine Christiane Bau,Female,31.0,180.0,66.0,Germany,GER,2000 Summer,2000,Summer,Sydney,Fencing,"Fencing Women's Foil, Team",Bronze
8672,Mathieu Albert Daniel Bauderlique,Male,27.0,185.0,81.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Light-Heavyweight,Bronze
8695,Dennis Bauer,Male,19.0,190.0,85.0,Germany,GER,2000 Summer,2000,Summer,Sydney,Fencing,"Fencing Men's Sabre, Team",Bronze
8712,Luk Bauer,Male,28.0,181.0,73.0,Czech Republic,CZE,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,Silver
8712,Luk Bauer,Male,32.0,181.0,73.0,Czech Republic,CZE,2010 Winter,2010,Winter,Vancouver,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,Bronze
8712,Luk Bauer,Male,32.0,181.0,73.0,Czech Republic,CZE,2010 Winter,2010,Winter,Vancouver,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Bronze
8715,Robert Bauer,Male,21.0,183.0,76.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Silver
8725,Viola Bauer,Female,25.0,167.0,61.0,Germany,GER,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Women's 5/5 kilometres Pursuit,Bronze
8725,Viola Bauer,Female,25.0,167.0,61.0,Germany,GER,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Gold
8725,Viola Bauer,Female,29.0,167.0,61.0,Germany,GER,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Silver
8729,Grgory Benot Baug,Male,23.0,181.0,100.0,France,FRA,2008 Summer,2008,Summer,Beijing,Cycling,Cycling Men's Team Sprint,Silver
8729,Grgory Benot Baug,Male,27.0,181.0,100.0,France,FRA,2012 Summer,2012,Summer,London,Cycling,Cycling Men's Sprint,Silver
8729,Grgory Benot Baug,Male,27.0,181.0,100.0,France,FRA,2012 Summer,2012,Summer,London,Cycling,Cycling Men's Team Sprint,Silver
8729,Grgory Benot Baug,Male,31.0,181.0,100.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's Team Sprint,Bronze
8748,Alex Baumann,Male,28.0,181.0,100.0,Switzerland-1,SUI,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Two,Silver
8811,Markus Baur,Male,33.0,190.0,88.0,Germany,GER,2004 Summer,2004,Summer,Athina,Handball,Handball Men's Handball,Silver
8818,"Dorothy Lee ""Dotsie"" Bausch (Cowden-)",Female,39.0,175.0,59.0,United States,USA,2012 Summer,2012,Summer,London,Cycling,Cycling Women's Team Pursuit,Silver
8823,Olivier Bausset,Male,26.0,180.0,69.0,France,FRA,2008 Summer,2008,Summer,Beijing,Sailing,Sailing Men's Two Person Dinghy,Bronze
8847,Allison Baver,Female,29.0,160.0,57.0,United States,USA,2010 Winter,2010,Winter,Vancouver,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",Bronze
8848,Myriam milie Baverel,Female,23.0,174.0,70.0,France,FRA,2004 Summer,2004,Summer,Athina,Taekwondo,Taekwondo Women's Heavyweight,Silver
8849,Florence  Andre Isabelle Baverel-Robert,Female,31.0,167.0,60.0,France,FRA,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Women's 7.5 kilometres Sprint,Gold
8849,Florence  Andre Isabelle Baverel-Robert,Female,31.0,167.0,60.0,France,FRA,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Bronze
8910,Ryan Neville Bayley,Male,22.0,182.0,90.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Cycling,Cycling Men's Sprint,Gold
8910,Ryan Neville Bayley,Male,22.0,182.0,90.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Cycling,Cycling Men's Keirin,Gold
8936,Rvn Bayramov,Male,21.0,160.0,59.0,Azerbaijan,AZE,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Silver
8936,Rvn Bayramov,Male,25.0,160.0,59.0,Azerbaijan,AZE,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Silver
8938,Islam Ilyasovich Bayramukov,Male,29.0,186.0,97.0,Kazakhstan,KAZ,2000 Summer,2000,Summer,Sydney,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Silver
9003,Sebastian Bea,Male,23.0,198.0,89.0,United States,USA,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxless Pairs,Silver
9013,Gemma Beadsworth,Female,21.0,180.0,78.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Women's Water Polo,Bronze
9013,Gemma Beadsworth,Female,25.0,180.0,78.0,Australia,AUS,2012 Summer,2012,Summer,London,Water Polo,Water Polo Women's Water Polo,Bronze
9034,Amanda Ray Beard (-Brown),Female,18.0,173.0,59.0,United States,USA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 200 metres Breaststroke,Bronze
9034,Amanda Ray Beard (-Brown),Female,22.0,173.0,59.0,United States,USA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 200 metres Breaststroke,Gold
9034,Amanda Ray Beard (-Brown),Female,22.0,173.0,59.0,United States,USA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 200 metres Individual Medley,Silver
9034,Amanda Ray Beard (-Brown),Female,22.0,173.0,59.0,United States,USA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
9040,"Jonathan ""Jon"" Beare",Male,34.0,185.0,75.0,Canada,CAN,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze
9058,Ronald Layne Beaubien,Male,32.0,198.0,100.0,United States,USA,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Men's Water Polo,Silver
9067,Clment Beaud,Male,19.0,184.0,81.0,Cameroon,CMR,2000 Summer,2000,Summer,Sydney,Football,Football Men's Football,Gold
9086,Lyne Beaumont,Female,22.0,170.0,56.0,Canada,CAN,2000 Summer,2000,Summer,Sydney,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
9089,Maxime Eugne Ren Beaumont,Male,34.0,191.0,94.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Singles, 200 metres",Silver
9093,Robin Mary Beauregard,Female,21.0,175.0,81.0,United States,USA,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo Women's Water Polo,Silver
9093,Robin Mary Beauregard,Female,25.0,175.0,81.0,United States,USA,2004 Summer,2004,Summer,Athina,Water Polo,Water Polo Women's Water Polo,Bronze
9111,Anna Rose Bebington-Watkins,Female,25.0,183.0,78.0,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Women's Double Sculls,Bronze
9111,Anna Rose Bebington-Watkins,Female,29.0,183.0,78.0,Great Britain,GBR,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Double Sculls,Gold
9118,Sylvie Becaert,Female,30.0,166.0,54.0,France,FRA,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Bronze
9118,Sylvie Becaert,Female,34.0,166.0,54.0,France,FRA,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Silver
9142,Kelly Bchard,Female,24.0,175.0,66.0,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
9152,Christoph Bechmann,Male,32.0,190.0,88.0,Germany,GER,2004 Summer,2004,Summer,Athina,Hockey,Hockey Men's Hockey,Bronze
9154,Laura Bechtolsheimer (-Tomlinson),Female,27.0,169.0,56.0,Great Britain,GBR,2012 Summer,2012,Summer,London,Equestrianism,"Equestrianism Mixed Dressage, Individual",Bronze
9154,Laura Bechtolsheimer (-Tomlinson),Female,27.0,169.0,56.0,Great Britain,GBR,2012 Summer,2012,Summer,London,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold
9181,Nicole Elise Beck,Female,28.0,168.0,66.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Gold
9190,Daniel Becke,Male,22.0,187.0,76.0,Germany,GER,2000 Summer,2000,Summer,Sydney,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
9209,Marcus Becker,Male,22.0,180.0,72.0,Germany-1,GER,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Silver
9213,Otto Becker,Male,41.0,182.0,78.0,Germany,GER,2000 Summer,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
9213,Otto Becker,Male,45.0,182.0,78.0,Germany,GER,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
9231,Stephanie Beckert,Female,21.0,172.0,73.0,Germany,GER,2010 Winter,2010,Winter,Vancouver,Speed Skating,"Speed Skating Women's 3,000 metres",Silver
9231,Stephanie Beckert,Female,21.0,172.0,73.0,Germany,GER,2010 Winter,2010,Winter,Vancouver,Speed Skating,"Speed Skating Women's 5,000 metres",Silver
