ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
2306,Ruslan Vladimirovich Albegov,Male,24.0,192.0,156.0,Russia,RUS,2012 Summer,2012,Summer,London,Weightlifting,Weightlifting Men's Super-Heavyweight,Bronze
2307,David Albelda Aliqus,Male,23.0,182.0,75.0,Spain,ESP,2000 Summer,2000,Summer,Sydney,Football,Football Men's Football,Silver
2342,Nely Carla Alberto Francisca,Female,29.0,179.0,90.0,Spain,ESP,2012 Summer,2012,Summer,London,Handball,Handball Women's Handball,Bronze
2359,Islam-Beka Said-Tsilimovich Albiyev,Male,19.0,165.0,66.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Gold
2379,Brigitte Albrecht-Loretan,Female,31.0,175.0,64.0,Switzerland,SUI,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Bronze
2458,David Alegre Biosca,Male,23.0,184.0,75.0,Spain,ESP,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Men's Hockey,Silver
2460,Ramn Alegre Biosca,Male,27.0,171.0,71.0,Spain,ESP,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Men's Hockey,Silver
2464,Jo Qesem Ayela Aleh,Female,26.0,171.0,58.0,New Zealand,NZL,2012 Summer,2012,Summer,London,Sailing,Sailing Women's Two Person Dinghy,Gold
2464,Jo Qesem Ayela Aleh,Female,30.0,171.0,58.0,New Zealand,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Women's Two Person Dinghy,Silver
2469,Virgilijus Alekna,Male,28.0,200.0,130.0,Lithuania,LTU,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Discus Throw,Gold
2469,Virgilijus Alekna,Male,32.0,200.0,130.0,Lithuania,LTU,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Discus Throw,Gold
2469,Virgilijus Alekna,Male,36.0,200.0,130.0,Lithuania,LTU,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Discus Throw,Bronze
2497,Artur Aleksanyan,Male,20.0,190.0,98.0,Armenia,ARM,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Bronze
2497,Artur Aleksanyan,Male,24.0,190.0,98.0,Armenia,ARM,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Gold
2517,Milan Aleksi,Male,26.0,193.0,96.0,Serbia,SRB,2012 Summer,2012,Summer,London,Water Polo,Water Polo Men's Water Polo,Bronze
2517,Milan Aleksi,Male,30.0,193.0,96.0,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Gold
2546,Alessandra dos Santos de Oliveira,Female,26.0,200.0,85.0,Brazil,BRA,2000 Summer,2000,Summer,Sydney,Basketball,Basketball Women's Basketball,Bronze
2559,Alex Sandro Lobo Silva,Male,21.0,177.0,60.0,Brazil,BRA,2012 Summer,2012,Summer,London,Football,Football Men's Football,Silver
2583,Buffy-Lynne Alexander-Williams,Female,23.0,170.0,69.0,Canada,CAN,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Coxed Eights,Bronze
2592,"Alexandre ""Alexandre Pato"" Rodrigues da Silva",Male,18.0,179.0,71.0,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,Bronze
2592,"Alexandre ""Alexandre Pato"" Rodrigues da Silva",Male,22.0,179.0,71.0,Brazil,BRA,2012 Summer,2012,Summer,London,Football,Football Men's Football,Silver
2608,Yevgeny Vasilyevich Aleynikov,Male,33.0,181.0,88.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Shooting,"Shooting Men's Air Rifle, 10 metres",Bronze
2610,Abdoul Razak Issoufou Alfaga,Male,21.0,207.0,90.0,Niger,NIG,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Men's Heavyweight,Silver
2639,Hans Daniel Alfredsson,Male,33.0,182.0,92.0,Sweden,SWE,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
2639,Hans Daniel Alfredsson,Male,41.0,182.0,92.0,Sweden,SWE,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
2651,Sara Anneli Algotsson Ostholt,Female,37.0,163.0,56.0,Sweden,SWE,2012 Summer,2012,Summer,London,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Silver
2695,Nia Sifaatihii Ali,Female,27.0,170.0,65.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 100 metres Hurdles,Silver
2735,Sergey Gennadyevich Alifirenko,Male,41.0,168.0,72.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Gold
2735,Sergey Gennadyevich Alifirenko,Male,45.0,168.0,72.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Bronze
2739,Mirko Alilovi,Male,26.0,200.0,110.0,Croatia,CRO,2012 Summer,2012,Summer,London,Handball,Handball Men's Handball,Bronze
2750,Aline Pellegrino,Female,22.0,180.0,71.0,Brazil,BRA,2004 Summer,2004,Summer,Athina,Football,Football Women's Football,Silver
2755,Aleksey Aleksandrovich Alipov,Male,29.0,175.0,80.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Shooting,Shooting Men's Trap,Gold
2755,Aleksey Aleksandrovich Alipov,Male,32.0,175.0,80.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Shooting,Shooting Men's Trap,Bronze
2758,Alison Conte Cerutti,Male,26.0,203.0,106.0,Brazil-1,BRA,2012 Summer,2012,Summer,London,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Silver
2758,Alison Conte Cerutti,Male,30.0,203.0,106.0,Brazil-1,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Gold
2760,Deji Aliu,Male,28.0,187.0,75.0,Nigeria,NGR,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
2762,Margarita Sergeyevna Aliychuk,Female,17.0,174.0,48.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Gold
2769,Kimia Alizadeh Zenoorin,Female,18.0,185.0,57.0,Iran,IRI,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Women's Featherweight,Bronze
2794,Mohamed Allalou,Male,26.0,174.0,63.0,Algeria,ALG,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Light-Welterweight,Bronze
2849,"Katherine Jessie Jean ""Kate"" Allen (-Diechtler)",Female,34.0,163.0,53.0,Austria,AUT,2004 Summer,2004,Summer,Athina,Triathlon,Triathlon Women's Olympic Distance,Gold
2850,"Kate Ruth ""Katie"" Allen",Female,26.0,170.0,65.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Women's Hockey,Gold
2863,Walter Ray Allen,Male,25.0,192.0,93.0,United States,USA,2000 Summer,2000,Summer,Sydney,Basketball,Basketball Men's Basketball,Gold
2874,Wyatt Allen,Male,25.0,193.0,98.0,United States,USA,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxed Eights,Gold
2874,Wyatt Allen,Male,29.0,193.0,98.0,United States,USA,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxed Eights,Bronze
2875,"Sandra Louise ""Sandy"" Allen-Lewis",Female,21.0,170.0,59.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Softball,Softball Women's Softball,Bronze
2875,"Sandra Louise ""Sandy"" Allen-Lewis",Female,25.0,170.0,59.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Softball,Softball Women's Softball,Silver
2875,"Sandra Louise ""Sandy"" Allen-Lewis",Female,29.0,170.0,59.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Softball,Softball Women's Softball,Bronze
2877,"Katherine Fiona ""Kate"" Allenby",Female,26.0,177.0,72.0,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Modern Pentathlon,Modern Pentathlon Women's Individual,Bronze
2892,Ade Franci Alleyne-Forte,Male,23.0,180.0,73.0,Trinidad and Tobago,TTO,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
2930,Carmela Allucci,Female,34.0,167.0,60.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Water Polo,Water Polo Women's Water Polo,Gold
2965,"sa Annelie Charlotte ""Lotta"" Almblad (-Lindefors)",Female,29.0,170.0,69.0,Sweden,SWE,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
3012,Nicolas Alnoudji,Male,20.0,180.0,80.0,Cameroon,CMR,2000 Summer,2000,Summer,Sydney,Football,Football Men's Football,Gold
3029,Jessica Alonso Bernardo,Female,28.0,172.0,65.0,Spain,ESP,2012 Summer,2012,Summer,London,Handball,Handball Women's Handball,Bronze
3052,"Mikhail Surenovich ""Misha"" Aloyan",Male,23.0,164.0,52.0,Russia,RUS,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Flyweight,Bronze
3055,Glory Alozie Oluchi,Female,22.0,155.0,51.0,Nigeria,NGR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 100 metres Hurdles,Silver
3069,Thomas Alsgaard (Alsgrd-),Male,30.0,190.0,82.0,Norway,NOR,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Men's 10/10 kilometres Pursuit,Gold
3069,Thomas Alsgaard (Alsgrd-),Male,30.0,190.0,82.0,Norway,NOR,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold
3070,Malin Therse Alshammar,Female,23.0,180.0,64.0,Sweden,SWE,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 50 metres Freestyle,Silver
3070,Malin Therse Alshammar,Female,23.0,180.0,64.0,Sweden,SWE,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 100 metres Freestyle,Silver
3070,Malin Therse Alshammar,Female,23.0,180.0,64.0,Sweden,SWE,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
3077,Ida Alstad,Female,27.0,172.0,60.0,Norway,NOR,2012 Summer,2012,Summer,London,Handball,Handball Women's Handball,Gold
3077,Ida Alstad,Female,31.0,172.0,60.0,Norway,NOR,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,Bronze
3093,Lutz Altepost,Male,26.0,193.0,92.0,Germany,GER,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze
3108,Livia Altmann,Female,19.0,165.0,64.0,Switzerland,SUI,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
3147,Cristin Andrs lvarez Valenzuela,Male,20.0,173.0,62.0,Chile,CHI,2000 Summer,2000,Summer,Sydney,Football,Football Men's Football,Bronze
3150,"Eduardo C. ""Eddy"" Alvarez",Male,24.0,175.0,72.0,United States,USA,2014 Winter,2014,Winter,Sochi,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Silver
3174,Lzaro Jorge lvarez Estrada,Male,21.0,173.0,60.0,Cuba,CUB,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Bantamweight,Bronze
3174,Lzaro Jorge lvarez Estrada,Male,25.0,173.0,60.0,Cuba,CUB,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Lightweight,Bronze
3206,Yuri Alvear Orjuela,Female,26.0,176.0,70.0,Colombia,COL,2012 Summer,2012,Summer,London,Judo,Judo Women's Middleweight,Bronze
3206,Yuri Alvear Orjuela,Female,30.0,176.0,70.0,Colombia,COL,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Middleweight,Silver
3227,Thiago Soares Alves,Male,25.0,194.0,88.0,Brazil,BRA,2012 Summer,2012,Summer,London,Volleyball,Volleyball Men's Volleyball,Silver
3240,Mohamed Aly Reda,Male,29.0,190.0,91.0,Egypt,EGY,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Super-Heavyweight,Silver
3249,Maksim Nikolayevich Alyoshin,Male,21.0,166.0,63.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Team All-Around,Bronze
3251,Ivan Vladimirovich Alypov,Male,23.0,169.0,60.0,Russia,RUS,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Men's Team Sprint,Bronze
3281,Simona Amnar (-Tabr),Female,20.0,158.0,44.0,Romania,ROU,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Individual All-Around,Gold
3281,Simona Amnar (-Tabr),Female,20.0,158.0,44.0,Romania,ROU,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Team All-Around,Gold
3281,Simona Amnar (-Tabr),Female,20.0,158.0,44.0,Romania,ROU,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Floor Exercise,Bronze
3308,Catello Amarante,Male,24.0,177.0,73.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze
3324,"Pablo ""Pol"" Amat Escud",Male,30.0,183.0,78.0,Spain,ESP,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Men's Hockey,Silver
3329,Serena Bibiana Amato,Female,26.0,170.0,63.0,Argentina,ARG,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Women's One Person Dinghy,Bronze
3335,Ivn Amaya Carazo,Male,22.0,188.0,85.0,Spain,ESP,2000 Summer,2000,Summer,Sydney,Football,Football Men's Football,Silver
3361,"Efetobore ""Efe"" Ambrose Emuobo",Male,19.0,187.0,70.0,Nigeria,NGR,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,Silver
3363,Christie Ambrosi,Female,23.0,172.0,70.0,United States,USA,2000 Summer,2000,Summer,Sydney,Softball,Softball Women's Softball,Gold
3433,Sbastien Amiez,Male,29.0,180.0,87.0,France,FRA,2002 Winter,2002,Winter,Salt Lake City,Alpine Skiing,Alpine Skiing Men's Slalom,Silver
3461,Salvatore Amitrano,Male,28.0,184.0,73.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze
3472,Simon Ammann,Male,20.0,171.0,55.0,Switzerland,SUI,2002 Winter,2002,Winter,Salt Lake City,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Gold
3472,Simon Ammann,Male,20.0,171.0,55.0,Switzerland,SUI,2002 Winter,2002,Winter,Salt Lake City,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",Gold
3472,Simon Ammann,Male,28.0,171.0,55.0,Switzerland,SUI,2010 Winter,2010,Winter,Vancouver,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Gold
3472,Simon Ammann,Male,28.0,171.0,55.0,Switzerland,SUI,2010 Winter,2010,Winter,Vancouver,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",Gold
3491,"Anthony Lewis ""Tony"" Amonte",Male,31.0,183.0,91.0,United States,USA,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
3507,Vanessa Amors Quiles,Female,29.0,165.0,62.0,Spain,ESP,2012 Summer,2012,Summer,London,Handball,Handball Women's Handball,Bronze
3512,Nijel Carlos Amilfitano Amos,Male,18.0,179.0,60.0,Botswana,BOT,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 800 metres,Silver
3519,Roman Amoyan,Male,24.0,158.0,55.0,Armenia,ARM,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Bronze
3537,Marwa Al-Amri,Female,27.0,160.0,58.0,Tunisia,TUN,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Women's Lightweight, Freestyle",Bronze
3561,Stanley Amuzie,Male,20.0,171.0,85.0,Nigeria,NGR,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Bronze
3566,An Ba-Ul,Male,22.0,169.0,66.0,South Korea,KOR,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Half-Lightweight,Silver
3589,An Jeong-Hwa,Female,27.0,162.0,62.0,South Korea,KOR,2008 Summer,2008,Summer,Beijing,Handball,Handball Women's Handball,Bronze
3593,An Kum-Ae,Female,28.0,160.0,52.0,North Korea,PRK,2008 Summer,2008,Summer,Beijing,Judo,Judo Women's Half-Lightweight,Silver
3593,An Kum-Ae,Female,32.0,160.0,52.0,North Korea,PRK,2012 Summer,2012,Summer,London,Judo,Judo Women's Half-Lightweight,Gold
3604,Viktor An,Male,20.0,170.0,65.0,South Korea,KOR,2006 Winter,2006,Winter,Torino,Short Track Speed Skating,Short Track Speed Skating Men's 500 metres,Bronze
3604,Viktor An,Male,20.0,170.0,65.0,South Korea,KOR,2006 Winter,2006,Winter,Torino,Short Track Speed Skating,"Short Track Speed Skating Men's 1,000 metres",Gold
3604,Viktor An,Male,20.0,170.0,65.0,South Korea,KOR,2006 Winter,2006,Winter,Torino,Short Track Speed Skating,"Short Track Speed Skating Men's 1,500 metres",Gold
3604,Viktor An,Male,20.0,170.0,65.0,South Korea,KOR,2006 Winter,2006,Winter,Torino,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Gold
3604,Viktor An,Male,28.0,170.0,65.0,Russia,RUS,2014 Winter,2014,Winter,Sochi,Short Track Speed Skating,Short Track Speed Skating Men's 500 metres,Gold
3604,Viktor An,Male,28.0,170.0,65.0,Russia,RUS,2014 Winter,2014,Winter,Sochi,Short Track Speed Skating,"Short Track Speed Skating Men's 1,000 metres",Gold
3604,Viktor An,Male,28.0,170.0,65.0,Russia,RUS,2014 Winter,2014,Winter,Sochi,Short Track Speed Skating,"Short Track Speed Skating Men's 1,500 metres",Bronze
3604,Viktor An,Male,28.0,170.0,65.0,Russia,RUS,2014 Winter,2014,Winter,Sochi,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Gold
3610,An Yulong,Male,23.0,173.0,70.0,China,CHN,2002 Winter,2002,Winter,Salt Lake City,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Bronze
3635,Tatyana Vasilyevna Ananko,Female,16.0,171.0,52.0,Belarus,BLR,2000 Summer,2000,Summer,Sydney,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Silver
3659,Mario Ani,Male,20.0,195.0,84.0,Croatia,CRO,2004 Summer,2004,Summer,Athina,Tennis,Tennis Men's Doubles,Bronze
3672,milie Andol,Female,28.0,170.0,97.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Heavyweight,Gold
3676,"Stefan ""Steve"" Anderhub",Male,31.0,187.0,104.0,Switzerland-1,SUI,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Two,Silver
3691,Anne Dsane Andersen,Female,23.0,183.0,86.0,Denmark,DEN,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxless Pairs,Bronze
3701,Camilla Rseler Andersen,Female,27.0,169.0,65.0,Denmark,DEN,2000 Summer,2000,Summer,Sydney,Handball,Handball Women's Handball,Gold
3756,Kristine Andersen,Female,28.0,172.0,72.0,Denmark,DEN,2004 Summer,2004,Summer,Athina,Handball,Handball Women's Handball,Gold
3761,Mads Christian Kruse Andersen,Male,30.0,187.0,75.0,Denmark,DEN,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,Gold
3789,nderson Lus de Abreu Oliveira,Male,20.0,176.0,77.0,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,Bronze
3790,Anderson de Oliveira Rodrigues,Male,30.0,190.0,95.0,Brazil,BRA,2004 Summer,2004,Summer,Athina,Volleyball,Volleyball Men's Volleyball,Gold
3790,Anderson de Oliveira Rodrigues,Male,34.0,190.0,95.0,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Men's Volleyball,Silver
3792,Alyssa Jean Anderson,Female,21.0,173.0,64.0,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
3793,Andrea Arlene Anderson (-Bolder),Female,22.0,164.0,61.0,United States,USA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
3797,Brett Franklin Anderson,Male,20.0,193.0,104.0,United States,USA,2008 Summer,2008,Summer,Beijing,Baseball,Baseball Men's Baseball,Bronze
3803,Craig Anthony Anderson,Male,23.0,187.0,86.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Baseball,Baseball Men's Baseball,Silver
3820,Haley Danita Anderson,Female,20.0,178.0,68.0,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 10 kilometres Open Water,Silver
3823,Jamie Louise Anderson,Female,23.0,160.0,54.0,United States,USA,2014 Winter,2014,Winter,Sochi,Snowboarding,Snowboarding Women's Slopestyle,Gold
3824,Jasey-Jay Anderson,Male,34.0,178.0,80.0,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Snowboarding,Snowboarding Men's Parallel Giant Slalom,Gold
3845,"Matthew John ""Matt"" Anderson",Male,29.0,202.0,100.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Bronze
3889,Anna Christina Andersson,Female,20.0,169.0,63.0,Sweden,SWE,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
3903,Cecilia Christine Elisabeth Andersson,Female,23.0,179.0,74.0,Sweden,SWE,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
3920,Gunilla Victoria Andersson,Female,26.0,169.0,69.0,Sweden,SWE,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
3920,Gunilla Victoria Andersson,Female,30.0,169.0,69.0,Sweden,SWE,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
3936,Jonna Andersson,Female,23.0,167.0,61.0,Sweden,SWE,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Silver
3939,Kim Verner Andersson,Male,29.0,200.0,105.0,Sweden,SWE,2012 Summer,2012,Summer,London,Handball,Handball Men's Handball,Silver
3951,Lina Marie Andersson,Female,24.0,158.0,58.0,Sweden,SWE,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Women's Team Sprint,Gold
3954,Per Magnus Andersson,Male,34.0,180.0,80.0,Sweden,SWE,2000 Summer,2000,Summer,Sydney,Handball,Handball Men's Handball,Silver
3959,Erik Mattias Andersson,Male,34.0,186.0,95.0,Sweden,SWE,2012 Summer,2012,Summer,London,Handball,Handball Men's Handball,Silver
4014,Kozue Ando,Female,30.0,164.0,57.0,Japan,JPN,2012 Summer,2012,Summer,London,Football,Football Women's Football,Silver
4018,Misako Ando,Female,29.0,163.0,60.0,Japan,JPN,2000 Summer,2000,Summer,Sydney,Softball,Softball Women's Softball,Silver
4021,Yuya Ando,Male,26.0,183.0,89.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Baseball,Baseball Men's Baseball,Bronze
4085,Gunn Margit Aas Andreassen,Female,28.0,177.0,60.0,Norway,NOR,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Silver
4101,Andria Suntaque,Female,26.0,175.0,65.0,Brazil,BRA,2004 Summer,2004,Summer,Athina,Football,Football Women's Football,Silver
4101,Andria Suntaque,Female,30.0,175.0,65.0,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Football,Football Women's Football,Silver
4124,Frode Andresen,Male,28.0,191.0,76.0,Norway,NOR,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
4124,Frode Andresen,Male,32.0,191.0,76.0,Norway,NOR,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Men's 10 kilometres Sprint,Bronze
4161,Scott Andrews,Male,24.0,175.0,85.0,Great Britain,GBR,2014 Winter,2014,Winter,Sochi,Curling,Curling Men's Curling,Silver
4179,Vladimir Vasilyevich Andreyev,Male,34.0,170.0,58.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 20 kilometres Walk,Bronze
4207,Michel Andrieux,Male,33.0,192.0,92.0,France,FRA,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxless Pairs,Gold
4211,Valeriy Oleksandrovych Andriitsev,Male,25.0,181.0,97.0,Ukraine,UKR,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Silver
4240,Yekaterina Sergeyevna Andryushina,Female,22.0,185.0,70.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Handball,Handball Women's Handball,Silver
4243,Robert Sebastian Andrzejuk,Male,33.0,179.0,75.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Fencing,"Fencing Men's epee, Team",Silver
4256,Matteo Anesi,Male,21.0,185.0,81.0,Italy,ITA,2006 Winter,2006,Winter,Torino,Speed Skating,Speed Skating Men's Team Pursuit (8 laps),Gold
